order_id,customer_id,order_date,product_name,category,unit_price,cost,quantity
42,136,2024-09-09,Producto_2,Hogar,28.26,14.99,5
43,161,2024-07-14,Producto_10,Limpieza,60.98,27.87,5
43,161,2024-07-14,Producto_9,Tecnología,44.85,27.48,1
43,161,2024-07-14,Producto_2,Hogar,28.26,15.71,1
43,161,2024-07-14,Producto_7,Tecnología,62.19,37.69,5
44,101,2024-12-28,Producto_7,Tecnología,62.19,36.5,3
44,101,2024-12-28,Producto_2,Hogar,28.26,17.41,1
44,101,2024-12-28,Producto_11,Bebidas,77.09,42.56,3
45,210,2024-03-14,Producto_7,Tecnología,62.19,27.25,5
45,210,2024-03-14,Producto_12,Snacks,71.32,42.75,4
45,210,2024-03-14,Producto_5,Limpieza,8.02,4.84,4
46,90,2024-02-23,Producto_7,Tecnología,62.19,30.23,3
46,90,2024-02-23,Producto_9,Tecnología,44.85,28.51,4
46,90,2024-02-23,Producto_1,Bebidas,7.38,4.4,5
47,239,2024-04-19,Producto_8,Tecnología,23.89,15.24,4
47,239,2024-04-19,Producto_11,Bebidas,77.09,46.07,2
47,239,2024-04-19,Producto_4,Tecnología,13.26,7.35,3
47,239,2024-04-19,Producto_9,Tecnología,44.85,22.45,5
48,121,2024-03-14,Producto_4,Tecnología,13.26,5.4,2
48,121,2024-03-14,Producto_13,Hogar,31.4,21.83,2
48,121,2024-03-14,Producto_15,Hogar,14.71,9.63,5
49,38,2024-03-17,Producto_7,Tecnología,62.19,34.1,4
49,38,2024-03-17,Producto_11,Bebidas,77.09,34.25,2
49,38,2024-03-17,Producto_10,Limpieza,60.98,40.72,1
49,38,2024-03-17,Producto_4,Tecnología,13.26,8.4,1
50,113,2024-08-04,Producto_13,Hogar,31.4,16.94,5
50,113,2024-08-04,Producto_12,Snacks,71.32,33.86,5
51,63,2024-08-31,Producto_3,Snacks,74.96,52.2,5
51,63,2024-08-31,Producto_13,Hogar,31.4,15.55,5
51,63,2024-08-31,Producto_8,Tecnología,23.89,13.95,4
51,63,2024-08-31,Producto_11,Bebidas,77.09,40.71,5
52,281,2024-01-26,Producto_15,Hogar,14.71,7.03,4
52,281,2024-01-26,Producto_3,Snacks,74.96,48.87,2
52,281,2024-01-26,Producto_12,Snacks,71.32,44.91,3
52,281,2024-01-26,Producto_8,Tecnología,23.89,13.03,5
53,123,2024-09-11,Producto_8,Tecnología,23.89,11.24,3
53,123,2024-09-11,Producto_2,Hogar,28.26,14.01,3
53,123,2024-09-11,Producto_12,Snacks,71.32,30.25,5
54,78,2024-07-18,Producto_7,Tecnología,62.19,38.06,2
54,78,2024-07-18,Producto_12,Snacks,71.32,37.4,1
55,170,2024-08-15,Producto_7,Tecnología,62.19,41.76,4
55,170,2024-08-15,Producto_1,Bebidas,7.38,5.05,5
55,170,2024-08-15,Producto_4,Tecnología,13.26,8.71,1
55,170,2024-08-15,Producto_15,Hogar,14.71,7.56,5
56,4,2024-03-26,Producto_5,Limpieza,8.02,4.5,4
56,4,2024-03-26,Producto_13,Hogar,31.4,20.09,5
56,4,2024-03-26,Producto_7,Tecnología,62.19,33.98,2
57,140,2024-03-12,Producto_8,Tecnología,23.89,14.75,4
57,140,2024-03-12,Producto_1,Bebidas,7.38,4.99,4
57,140,2024-03-12,Producto_7,Tecnología,62.19,34.84,5
57,140,2024-03-12,Producto_6,Bebidas,25.77,14.88,4
58,14,2024-04-17,Producto_11,Bebidas,77.09,33.97,4
59,237,2024-01-07,Producto_1,Bebidas,7.38,3.68,4
59,237,2024-01-07,Producto_5,Limpieza,8.02,3.99,4
60,195,2024-03-12,Producto_13,Hogar,31.4,20.42,3
60,195,2024-03-12,Producto_14,Snacks,95.94,38.93,4
60,195,2024-03-12,Producto_7,Tecnología,62.19,25.85,5
61,180,2024-11-14,Producto_11,Bebidas,77.09,48.28,1
61,180,2024-11-14,Producto_2,Hogar,28.26,12.99,2
62,11,2024-07-01,Producto_4,Tecnología,13.26,7.97,4
62,11,2024-07-01,Producto_3,Snacks,74.96,51.3,5
63,239,2024-08-30,Producto_13,Hogar,31.4,18.28,5
63,239,2024-08-30,Producto_6,Bebidas,25.77,16.32,1
63,239,2024-08-30,Producto_3,Snacks,74.96,51.68,2
64,56,2024-08-31,Producto_15,Hogar,14.71,8.42,3
65,193,2024-07-26,Producto_12,Snacks,71.32,30.71,2
65,193,2024-07-26,Producto_4,Tecnología,13.26,8.69,3
65,193,2024-07-26,Producto_2,Hogar,28.26,18.13,5
65,193,2024-07-26,Producto_10,Limpieza,60.98,38.71,5
66,178,2024-07-31,Producto_11,Bebidas,77.09,31.13,3
66,178,2024-07-31,Producto_6,Bebidas,25.77,16.67,4
66,178,2024-07-31,Producto_2,Hogar,28.26,14.98,1
66,178,2024-07-31,Producto_9,Tecnología,44.85,26.49,3
67,236,2024-06-12,Producto_7,Tecnología,62.19,42.89,5
67,236,2024-06-12,Producto_3,Snacks,74.96,43.83,3
68,276,2024-09-22,Producto_8,Tecnología,23.89,11.87,3
68,276,2024-09-22,Producto_7,Tecnología,62.19,40.37,2
68,276,2024-09-22,Producto_12,Snacks,71.32,34.5,1
68,276,2024-09-22,Producto_10,Limpieza,60.98,28.85,4
69,238,2024-07-20,Producto_6,Bebidas,25.77,14.08,2
69,238,2024-07-20,Producto_1,Bebidas,7.38,4.72,3
69,238,2024-07-20,Producto_8,Tecnología,23.89,11.56,3
69,238,2024-07-20,Producto_15,Hogar,14.71,8.98,5
70,142,2024-09-05,Producto_9,Tecnología,44.85,19.09,2
71,209,2024-04-14,Producto_9,Tecnología,44.85,26.63,4
71,209,2024-04-14,Producto_13,Hogar,31.4,16.78,4
71,209,2024-04-14,Producto_4,Tecnología,13.26,5.67,1
71,209,2024-04-14,Producto_12,Snacks,71.32,37.18,2
72,125,2024-02-06,Producto_11,Bebidas,77.09,43.64,4
72,125,2024-02-06,Producto_10,Limpieza,60.98,32.18,3
72,125,2024-02-06,Producto_6,Bebidas,25.77,12.87,5
73,233,2024-06-21,Producto_5,Limpieza,8.02,4.94,1
73,233,2024-06-21,Producto_15,Hogar,14.71,6.41,3
73,233,2024-06-21,Producto_4,Tecnología,13.26,9.09,5
74,95,2024-11-05,Producto_4,Tecnología,13.26,6.4,4
74,95,2024-11-05,Producto_12,Snacks,71.32,49.42,5
75,269,2024-04-09,Producto_2,Hogar,28.26,13.23,3
75,269,2024-04-09,Producto_14,Snacks,95.94,47.08,2
75,269,2024-04-09,Producto_4,Tecnología,13.26,5.81,5
76,24,2024-10-05,Producto_9,Tecnología,44.85,27.32,3
77,65,2024-04-17,Producto_2,Hogar,28.26,15.28,3
77,65,2024-04-17,Producto_14,Snacks,95.94,48.18,4
77,65,2024-04-17,Producto_1,Bebidas,7.38,3.51,1
77,65,2024-04-17,Producto_10,Limpieza,60.98,26.48,4
78,34,2024-07-10,Producto_8,Tecnología,23.89,10.64,1
78,34,2024-07-10,Producto_2,Hogar,28.26,19.35,5
78,34,2024-07-10,Producto_10,Limpieza,60.98,42.57,1
78,34,2024-07-10,Producto_11,Bebidas,77.09,43.74,1
79,214,2024-06-21,Producto_13,Hogar,31.4,16.8,4
79,214,2024-06-21,Producto_9,Tecnología,44.85,21.94,4
80,220,2024-06-22,Producto_10,Limpieza,60.98,41.96,5
80,220,2024-06-22,Producto_15,Hogar,14.71,10.07,1
80,220,2024-06-22,Producto_1,Bebidas,7.38,4.34,2
81,136,2024-09-14,Producto_3,Snacks,74.96,33.89,2
82,39,2024-12-10,Producto_1,Bebidas,7.38,4.48,4
82,39,2024-12-10,Producto_7,Tecnología,62.19,30.31,4
83,119,2024-08-28,Producto_12,Snacks,71.32,30.05,4
83,119,2024-08-28,Producto_5,Limpieza,8.02,5.43,2
83,119,2024-08-28,Producto_15,Hogar,14.71,8.8,5
84,102,2024-12-05,Producto_2,Hogar,28.26,19.01,2
84,102,2024-12-05,Producto_9,Tecnología,44.85,18.9,2
84,102,2024-12-05,Producto_4,Tecnología,13.26,8.46,2
84,102,2024-12-05,Producto_11,Bebidas,77.09,48.16,5
85,292,2024-06-15,Producto_8,Tecnología,23.89,14.57,3
85,292,2024-06-15,Producto_2,Hogar,28.26,15.55,3
85,292,2024-06-15,Producto_15,Hogar,14.71,7.82,4
86,21,2024-12-22,Producto_12,Snacks,71.32,30.48,1
86,21,2024-12-22,Producto_6,Bebidas,25.77,14.85,5
86,21,2024-12-22,Producto_10,Limpieza,60.98,42.68,1
86,21,2024-12-22,Producto_5,Limpieza,8.02,4.59,3
87,90,2024-10-12,Producto_9,Tecnología,44.85,31.35,2
87,90,2024-10-12,Producto_11,Bebidas,77.09,45.52,4
87,90,2024-10-12,Producto_8,Tecnología,23.89,16.5,4
87,90,2024-10-12,Producto_5,Limpieza,8.02,4.05,4
88,171,2024-03-15,Producto_11,Bebidas,77.09,40.36,3
88,171,2024-03-15,Producto_2,Hogar,28.26,13.75,4
88,171,2024-03-15,Producto_3,Snacks,74.96,48.28,4
89,282,2024-07-18,Producto_8,Tecnología,23.89,11.81,1
90,166,2024-08-09,Producto_13,Hogar,31.4,20.71,4
91,1,2024-05-20,Producto_7,Tecnología,62.19,36.49,3
91,1,2024-05-20,Producto_1,Bebidas,7.38,4.34,4
91,1,2024-05-20,Producto_4,Tecnología,13.26,6.11,1
91,1,2024-05-20,Producto_9,Tecnología,44.85,19.7,5
92,148,2024-12-12,Producto_15,Hogar,14.71,10.18,1
92,148,2024-12-12,Producto_12,Snacks,71.32,45.63,5
92,148,2024-12-12,Producto_8,Tecnología,23.89,11.78,2
92,148,2024-12-12,Producto_2,Hogar,28.26,15.99,1
93,48,2024-05-18,Producto_14,Snacks,95.94,65.63,4
93,48,2024-05-18,Producto_2,Hogar,28.26,15.53,2
94,150,2024-11-26,Producto_7,Tecnología,62.19,29.42,4
94,150,2024-11-26,Producto_14,Snacks,95.94,42.54,5
94,150,2024-11-26,Producto_8,Tecnología,23.89,16.16,2
95,261,2024-03-16,Producto_14,Snacks,95.94,60.62,3
95,261,2024-03-16,Producto_2,Hogar,28.26,14.19,4
96,260,2024-09-09,Producto_14,Snacks,95.94,62.48,3
96,260,2024-09-09,Producto_1,Bebidas,7.38,5.16,5
96,260,2024-09-09,Producto_5,Limpieza,8.02,5.29,4
97,229,2024-09-08,Producto_6,Bebidas,25.77,13.83,4
97,229,2024-09-08,Producto_15,Hogar,14.71,9.72,3
97,229,2024-09-08,Producto_9,Tecnología,44.85,25.63,2
97,229,2024-09-08,Producto_13,Hogar,31.4,20.62,2
98,211,2024-01-07,Producto_6,Bebidas,25.77,15.76,4
99,196,2024-08-10,Producto_11,Bebidas,77.09,53.15,4
99,196,2024-08-10,Producto_13,Hogar,31.4,17.29,2
99,196,2024-08-10,Producto_15,Hogar,14.71,7.35,5
99,196,2024-08-10,Producto_3,Snacks,74.96,49.64,1
100,226,2024-07-05,Producto_9,Tecnología,44.85,18.15,4
101,74,2024-10-30,Producto_14,Snacks,95.94,60.87,4
101,74,2024-10-30,Producto_11,Bebidas,77.09,38.67,3
101,74,2024-10-30,Producto_3,Snacks,74.96,44.6,4
101,74,2024-10-30,Producto_2,Hogar,28.26,18.53,3
102,274,2024-03-06,Producto_6,Bebidas,25.77,10.59,5
102,274,2024-03-06,Producto_11,Bebidas,77.09,36.27,1
102,274,2024-03-06,Producto_12,Snacks,71.32,49.87,3
102,274,2024-03-06,Producto_8,Tecnología,23.89,12.67,1
103,51,2024-09-29,Producto_8,Tecnología,23.89,14.53,2
104,15,2024-09-20,Producto_6,Bebidas,25.77,12.58,1
105,192,2024-11-06,Producto_3,Snacks,74.96,45.32,5
105,192,2024-11-06,Producto_4,Tecnología,13.26,5.98,2
105,192,2024-11-06,Producto_9,Tecnología,44.85,26.14,1
105,192,2024-11-06,Producto_7,Tecnología,62.19,36.44,4
106,124,2024-06-17,Producto_15,Hogar,14.71,8.7,4
106,124,2024-06-17,Producto_10,Limpieza,60.98,29.06,4
106,124,2024-06-17,Producto_3,Snacks,74.96,50.2,1
106,124,2024-06-17,Producto_4,Tecnología,13.26,8.89,4
107,280,2024-07-02,Producto_2,Hogar,28.26,19.68,3
107,280,2024-07-02,Producto_8,Tecnología,23.89,14.14,3
108,218,2024-03-21,Producto_8,Tecnología,23.89,16.72,2
108,218,2024-03-21,Producto_14,Snacks,95.94,41.45,4
108,218,2024-03-21,Producto_5,Limpieza,8.02,4.58,4
109,295,2024-02-09,Producto_12,Snacks,71.32,34.4,4
109,295,2024-02-09,Producto_5,Limpieza,8.02,5.29,5
109,295,2024-02-09,Producto_1,Bebidas,7.38,4.97,1
110,255,2024-01-05,Producto_13,Hogar,31.4,20.11,5
110,255,2024-01-05,Producto_15,Hogar,14.71,8.69,2
110,255,2024-01-05,Producto_4,Tecnología,13.26,6.3,5
111,71,2024-01-08,Producto_15,Hogar,14.71,7.25,1
112,226,2024-04-18,Producto_10,Limpieza,60.98,37.79,3
113,47,2024-01-06,Producto_6,Bebidas,25.77,11.86,2
113,47,2024-01-06,Producto_12,Snacks,71.32,47.28,5
113,47,2024-01-06,Producto_7,Tecnología,62.19,34.78,3
114,140,2024-12-18,Producto_5,Limpieza,8.02,5.54,4
114,140,2024-12-18,Producto_14,Snacks,95.94,59.86,3
115,174,2024-09-27,Producto_8,Tecnología,23.89,10.56,1
116,116,2024-01-05,Producto_14,Snacks,95.94,61.13,1
116,116,2024-01-05,Producto_13,Hogar,31.4,15.05,1
116,116,2024-01-05,Producto_9,Tecnología,44.85,24.06,1
116,116,2024-01-05,Producto_6,Bebidas,25.77,14.83,3
117,191,2024-03-23,Producto_11,Bebidas,77.09,41.74,2
118,288,2024-11-13,Producto_15,Hogar,14.71,8.69,1
118,288,2024-11-13,Producto_10,Limpieza,60.98,41.03,4
118,288,2024-11-13,Producto_4,Tecnología,13.26,7.89,3
119,60,2024-03-23,Producto_1,Bebidas,7.38,5.16,3
119,60,2024-03-23,Producto_15,Hogar,14.71,6.31,1
120,276,2024-02-26,Producto_7,Tecnología,62.19,37.39,3
120,276,2024-02-26,Producto_8,Tecnología,23.89,12.56,5
121,80,2024-12-22,Producto_11,Bebidas,77.09,52.55,4
121,80,2024-12-22,Producto_2,Hogar,28.26,11.58,3
121,80,2024-12-22,Producto_8,Tecnología,23.89,11.11,3
121,80,2024-12-22,Producto_10,Limpieza,60.98,41.78,4
122,186,2024-07-30,Producto_11,Bebidas,77.09,43.43,3
123,184,2024-05-07,Producto_7,Tecnología,62.19,28.42,3
124,63,2024-01-01,Producto_2,Hogar,28.26,19.54,5
124,63,2024-01-01,Producto_11,Bebidas,77.09,49.03,1
124,63,2024-01-01,Producto_4,Tecnología,13.26,9.24,2
124,63,2024-01-01,Producto_14,Snacks,95.94,44.28,5
125,284,2024-06-13,Producto_10,Limpieza,60.98,30.4,2
125,284,2024-06-13,Producto_4,Tecnología,13.26,8.44,2
126,2,2024-05-08,Producto_14,Snacks,95.94,45.59,5
126,2,2024-05-08,Producto_3,Snacks,74.96,32.46,2
126,2,2024-05-08,Producto_15,Hogar,14.71,6.47,1
127,184,2024-06-09,Producto_10,Limpieza,60.98,27.58,1
127,184,2024-06-09,Producto_6,Bebidas,25.77,11.29,1
128,216,2024-03-16,Producto_12,Snacks,71.32,38.72,1
129,186,2024-01-02,Producto_8,Tecnología,23.89,11.14,5
130,23,2024-07-30,Producto_8,Tecnología,23.89,16.71,1
130,23,2024-07-30,Producto_11,Bebidas,77.09,40.69,4
130,23,2024-07-30,Producto_1,Bebidas,7.38,4.04,1
131,228,2024-08-01,Producto_15,Hogar,14.71,7.31,1
132,76,2024-12-15,Producto_3,Snacks,74.96,44.02,3
133,300,2024-06-05,Producto_7,Tecnología,62.19,33.34,3
133,300,2024-06-05,Producto_10,Limpieza,60.98,32.26,5
133,300,2024-06-05,Producto_9,Tecnología,44.85,29.41,1
134,283,2024-03-03,Producto_7,Tecnología,62.19,32.6,2
134,283,2024-03-03,Producto_8,Tecnología,23.89,12.41,4
135,49,2024-06-12,Producto_7,Tecnología,62.19,31.86,3
135,49,2024-06-12,Producto_6,Bebidas,25.77,15.62,2
135,49,2024-06-12,Producto_11,Bebidas,77.09,32.39,4
136,44,2024-12-27,Producto_7,Tecnología,62.19,38.77,1
137,191,2024-10-05,Producto_9,Tecnología,44.85,30.81,5
137,191,2024-10-05,Producto_1,Bebidas,7.38,3.68,5
138,63,2024-08-05,Producto_6,Bebidas,25.77,17.79,1
138,63,2024-08-05,Producto_14,Snacks,95.94,47.37,5
138,63,2024-08-05,Producto_11,Bebidas,77.09,44.2,1
138,63,2024-08-05,Producto_7,Tecnología,62.19,27.76,2
139,247,2024-02-28,Producto_14,Snacks,95.94,62.71,3
139,247,2024-02-28,Producto_2,Hogar,28.26,12.28,3
140,143,2024-06-29,Producto_13,Hogar,31.4,21.74,5
140,143,2024-06-29,Producto_7,Tecnología,62.19,36.32,5
141,286,2024-02-19,Producto_10,Limpieza,60.98,24.92,3
142,140,2024-03-08,Producto_15,Hogar,14.71,6.68,1
142,140,2024-03-08,Producto_6,Bebidas,25.77,14.69,2
142,140,2024-03-08,Producto_14,Snacks,95.94,40.38,4
143,16,2024-03-29,Producto_12,Snacks,71.32,33.13,5
144,215,2024-09-24,Producto_6,Bebidas,25.77,16.31,3
144,215,2024-09-24,Producto_3,Snacks,74.96,43.39,5
144,215,2024-09-24,Producto_15,Hogar,14.71,6.57,1
144,215,2024-09-24,Producto_5,Limpieza,8.02,3.33,5
145,42,2024-03-13,Producto_8,Tecnología,23.89,13.91,4
145,42,2024-03-13,Producto_11,Bebidas,77.09,37.15,4
145,42,2024-03-13,Producto_7,Tecnología,62.19,27.0,5
146,221,2024-01-12,Producto_5,Limpieza,8.02,4.38,5
147,158,2024-08-04,Producto_4,Tecnología,13.26,9.22,4
148,29,2024-01-16,Producto_4,Tecnología,13.26,9.06,3
149,71,2024-05-22,Producto_5,Limpieza,8.02,4.4,1
149,71,2024-05-22,Producto_6,Bebidas,25.77,11.67,4
149,71,2024-05-22,Producto_2,Hogar,28.26,15.82,4
150,118,2024-10-26,Producto_2,Hogar,28.26,15.0,1
150,118,2024-10-26,Producto_7,Tecnología,62.19,42.06,4
150,118,2024-10-26,Producto_12,Snacks,71.32,40.85,3
151,294,2024-10-08,Producto_12,Snacks,71.32,37.19,1
151,294,2024-10-08,Producto_11,Bebidas,77.09,34.81,3
151,294,2024-10-08,Producto_7,Tecnología,62.19,33.46,5
151,294,2024-10-08,Producto_5,Limpieza,8.02,3.42,3
152,55,2024-09-30,Producto_7,Tecnología,62.19,34.65,4
152,55,2024-09-30,Producto_10,Limpieza,60.98,40.32,4
153,174,2024-12-10,Producto_6,Bebidas,25.77,10.9,2
153,174,2024-12-10,Producto_13,Hogar,31.4,17.56,1
154,100,2024-12-16,Producto_6,Bebidas,25.77,12.13,2
154,100,2024-12-16,Producto_12,Snacks,71.32,34.0,2
154,100,2024-12-16,Producto_11,Bebidas,77.09,44.77,2
155,39,2024-08-12,Producto_13,Hogar,31.4,16.93,4
155,39,2024-08-12,Producto_11,Bebidas,77.09,48.41,5
156,230,2024-12-17,Producto_14,Snacks,95.94,51.03,2
156,230,2024-12-17,Producto_11,Bebidas,77.09,41.06,4
156,230,2024-12-17,Producto_6,Bebidas,25.77,16.46,3
157,29,2024-08-09,Producto_9,Tecnología,44.85,24.02,4
157,29,2024-08-09,Producto_2,Hogar,28.26,14.43,1
157,29,2024-08-09,Producto_5,Limpieza,8.02,3.39,3
158,47,2024-08-20,Producto_8,Tecnología,23.89,12.78,1
158,47,2024-08-20,Producto_10,Limpieza,60.98,36.32,5
158,47,2024-08-20,Producto_9,Tecnología,44.85,26.08,3
158,47,2024-08-20,Producto_12,Snacks,71.32,31.76,5
159,32,2024-02-11,Producto_2,Hogar,28.26,15.58,1
159,32,2024-02-11,Producto_13,Hogar,31.4,12.93,2
159,32,2024-02-11,Producto_6,Bebidas,25.77,17.97,4
159,32,2024-02-11,Producto_12,Snacks,71.32,39.71,5
160,82,2024-04-25,Producto_6,Bebidas,25.77,16.3,4
160,82,2024-04-25,Producto_5,Limpieza,8.02,3.33,5
160,82,2024-04-25,Producto_7,Tecnología,62.19,26.11,3
161,49,2024-06-15,Producto_5,Limpieza,8.02,5.31,5
161,49,2024-06-15,Producto_15,Hogar,14.71,6.24,3
161,49,2024-06-15,Producto_12,Snacks,71.32,48.14,2
161,49,2024-06-15,Producto_11,Bebidas,77.09,53.22,3
162,201,2024-03-10,Producto_10,Limpieza,60.98,30.06,1
162,201,2024-03-10,Producto_12,Snacks,71.32,42.3,4
163,169,2024-11-22,Producto_11,Bebidas,77.09,33.0,5
163,169,2024-11-22,Producto_12,Snacks,71.32,39.41,4
164,10,2024-09-08,Producto_5,Limpieza,8.02,5.49,3
164,10,2024-09-08,Producto_3,Snacks,74.96,34.3,4
164,10,2024-09-08,Producto_4,Tecnología,13.26,5.92,2
165,152,2024-06-04,Producto_9,Tecnología,44.85,29.18,5
